date,academy,name,psychometric_score,presentation_score
Wednesday 4 December 2019,London Academy,Clementia Beasleigh,52,19
Wednesday 4 December 2019,London Academy,Christian Tunny,60,21
Wednesday 4 December 2019,London Academy,Trenna Mccurt,53,22
Wednesday 4 December 2019,London Academy,Bernhard Birchall,56,18
Wednesday 4 December 2019,London Academy,Felicle Kops,56,16
Wednesday 4 December 2019,London Academy,Lara Dougherty,36,20
Wednesday 4 December 2019,London Academy,Gustavo Barok,52,26
Wednesday 4 December 2019,London Academy,Alethea Rangell,52,20
Wednesday 4 December 2019,London Academy,Danila Leamon,54,18
Wednesday 4 December 2019,London Academy,Essy Haggus,50,20
Wednesday 4 December 2019,London Academy,Mose Trase,53,20
Wednesday 4 December 2019,London Academy,Shanna Juniper,58,16
Wednesday 4 December 2019,London Academy,Daryn Dugmore,51,18
Wednesday 4 December 2019,London Academy,Lindsay Heninghem,39,21
Wednesday 4 December 2019,London Academy,Granville Slad,50,19
Wednesday 4 December 2019,London Academy,Michael Ettles,55,21
Wednesday 4 December 2019,London Academy,Stephan Middle,51,27
Wednesday 4 December 2019,London Academy,Jessee Blagbrough,45,24
Wednesday 4 December 2019,London Academy,Gib Krol,63,16
Thursday 4 July 2019,Birmingham Academy,Devon Mccracken,45,17
Thursday 4 July 2019,Birmingham Academy,Evered Giovanizio,55,24
Thursday 4 July 2019,Birmingham Academy,Fan Hember,57,22
Thursday 4 July 2019,Birmingham Academy,Sharl Shambrooke,53,27
Thursday 4 July 2019,Birmingham Academy,Blondy Fearnall,58,20
Thursday 4 July 2019,Birmingham Academy,Haroun Dowber,47,15
Thursday 4 July 2019,Birmingham Academy,Letizia Mckern,57,18
Thursday 4 July 2019,Birmingham Academy,Sal Inglesent,50,24
Thursday 4 July 2019,Birmingham Academy,Gabi Ivins,59,21
Thursday 4 July 2019,Birmingham Academy,Henrieta Chatto,50,22
Thursday 4 July 2019,Birmingham Academy,Steffen Marcombe,63,19
Thursday 4 July 2019,Birmingham Academy,Teriann Matyashev,51,21
Thursday 4 July 2019,Birmingham Academy,Niall Graine,61,24
Thursday 4 July 2019,Birmingham Academy,Darin Healing,55,23
Thursday 4 July 2019,Birmingham Academy,Donnie Sandwick,58,23
Thursday 4 July 2019,Birmingham Academy,Dyna Sange,73,15
Thursday 4 July 2019,Birmingham Academy,Thoma Bolesworth,53,18
Thursday 4 July 2019,Birmingham Academy,Noby Vacher,56,19
Thursday 4 July 2019,Birmingham Academy,Joela Galea,46,20
Thursday 4 July 2019,Birmingham Academy,Melodee Crippen,59,18
Thursday 4 July 2019,Birmingham Academy,Clarette Pexton,59,12
Thursday 4 July 2019,Birmingham Academy,Lock Ellerker,54,23
Thursday 4 July 2019,Birmingham Academy,Harmonia Winspare,58,21
Tuesday 4 June 2019,London Academy,Nicolle Radford,55,22
Tuesday 4 June 2019,London Academy,Rebekkah Airdrie,56,13
Tuesday 4 June 2019,London Academy,Aura Louche,54,15
Tuesday 4 June 2019,London Academy,Lucius Buswell,57,26
Tuesday 4 June 2019,London Academy,Bambi See,62,19
Tuesday 4 June 2019,London Academy,Joana Frawley,58,21
Tuesday 4 June 2019,London Academy,Vernon Curl,55,16
Tuesday 4 June 2019,London Academy,Elsie Fursland,53,17
Tuesday 4 June 2019,London Academy,Wade Friedenbach,52,18
Tuesday 4 June 2019,London Academy,Vladamir Waddams,52,23
Tuesday 4 June 2019,London Academy,Ronda Budcock,55,19
Tuesday 4 June 2019,London Academy,Fraser Hurnell,52,20
Tuesday 4 June 2019,London Academy,Shandeigh Ilyushkin,48,20
Tuesday 4 June 2019,London Academy,Katalin Redley,55,21
Tuesday 4 June 2019,London Academy,Ambrosi Carnow,56,20
Tuesday 4 June 2019,London Academy,Jon Raikes,62,25
Tuesday 4 June 2019,London Academy,Julie Condliffe,58,19
Tuesday 4 June 2019,London Academy,Al Hugonet,59,21
Tuesday 4 June 2019,London Academy,Edward Gallop,49,14
Tuesday 4 June 2019,London Academy,Ash Hansen,40,17
Tuesday 4 June 2019,London Academy,Percival Berrycloth,47,22
Tuesday 4 June 2019,London Academy,Matthiew Tumbridge,56,15
Tuesday 4 June 2019,London Academy,Dru Maling,43,25
Tuesday 4 June 2019,London Academy,Farrel Bertl,56,16
Tuesday 4 June 2019,London Academy,Abram Goldster,56,15
Tuesday 4 June 2019,London Academy,Westleigh Aleksidze,49,22
Tuesday 4 June 2019,London Academy,Elisabeth Ebbutt,66,23
Tuesday 4 June 2019,London Academy,Chandler Tregust,36,17
Tuesday 4 June 2019,London Academy,Hartwell Jewess,63,22
Tuesday 4 June 2019,London Academy,Celestina Aysik,55,21
Tuesday 4 June 2019,London Academy,Brandy Iannazzi,57,19
Tuesday 4 June 2019,London Academy,Belvia O'Neill,44,19
Tuesday 4 June 2019,London Academy,Selby Floyd,61,20
Tuesday 4 June 2019,London Academy,Kenton Kilgrove,52,18
Wednesday 4 September 2019,London Academy,Dulcine Duffil,62,25
Wednesday 4 September 2019,London Academy,Vivian Syson,56,17
Wednesday 4 September 2019,London Academy,Herta Stainer,59,19
Wednesday 4 September 2019,London Academy,Omero Shill,52,17
Wednesday 4 September 2019,London Academy,Vachel Caren,60,18
Wednesday 4 September 2019,London Academy,Lenora Karpinski,68,10
Wednesday 4 September 2019,London Academy,Armando Schirak,53,15
Wednesday 4 September 2019,London Academy,Immanuel Valek,53,23
Wednesday 4 September 2019,London Academy,Patton Jolin,57,14
Wednesday 4 September 2019,London Academy,Randee Lorrain,45,19
Wednesday 4 September 2019,London Academy,Vance Fey,50,22
Wednesday 4 September 2019,London Academy,Manfred Swyer-Sexey,52,19
Wednesday 4 September 2019,London Academy,Webster Hanratty,52,22
Wednesday 4 September 2019,London Academy,Min Yanson,49,24
Wednesday 4 September 2019,London Academy,Bryant Losseljong,64,22
Wednesday 4 September 2019,London Academy,Kris Balassi,53,17
Wednesday 4 September 2019,London Academy,Joela Sanja,47,19
Wednesday 4 September 2019,London Academy,Nona Coghlan,53,20
Wednesday 4 September 2019,London Academy,Carmelia Gheorghe,52,23
Wednesday 4 September 2019,London Academy,Care Ife,51,22
Wednesday 4 September 2019,London Academy,Merlina Yashanov,54,21
Wednesday 4 September 2019,London Academy,Teddy Baraclough,59,17
Wednesday 4 September 2019,London Academy,Petrina Sterland,58,21
Wednesday 4 September 2019,London Academy,Erna Milne,51,19
Wednesday 4 September 2019,London Academy,Anna Lamperti,60,25
Wednesday 4 September 2019,London Academy,Raquel Bastide,59,14
Wednesday 4 September 2019,London Academy,Eugen Boggs,54,19
Wednesday 4 September 2019,London Academy,Babita Bramsen,67,20
Wednesday 4 September 2019,London Academy,Korey Ennor,45,22
Wednesday 4 September 2019,London Academy,Toby Stadden,60,23
Wednesday 4 September 2019,London Academy,Engracia Polycote,55,22
Wednesday 4 September 2019,London Academy,Arman Boribal,67,17
Thursday 5 December 2019,Birmingham Academy,Tobe Markovic,55,16
Thursday 5 December 2019,Birmingham Academy,Benita Downgate,60,23
Thursday 5 December 2019,Birmingham Academy,Dionis Rowatt,65,10
Thursday 5 December 2019,Birmingham Academy,Jacquetta Pill,53,20
Thursday 5 December 2019,Birmingham Academy,Terencio Mulles,58,19
Thursday 5 December 2019,Birmingham Academy,Deeyn Klimkin,50,21
Thursday 5 December 2019,Birmingham Academy,Giralda Sloss,47,24
Thursday 5 December 2019,Birmingham Academy,Allie Sheber,67,21
Thursday 5 December 2019,Birmingham Academy,Kenton Elvish,58,15
Thursday 5 December 2019,Birmingham Academy,Oliviero Tunnicliffe,42,16
Thursday 5 December 2019,Birmingham Academy,Flore Masden,57,25
Thursday 5 December 2019,Birmingham Academy,Orlando Borrowman,48,21
Thursday 5 December 2019,Birmingham Academy,Maxie Yerborn,72,22
Thursday 5 December 2019,Birmingham Academy,Clark Kovacs,57,16
Thursday 5 December 2019,Birmingham Academy,Blisse Vinick,51,18
Thursday 5 December 2019,Birmingham Academy,Alejoa Vatcher,49,17
Thursday 5 December 2019,Birmingham Academy,Augustine Sultana,51,22
Thursday 5 December 2019,Birmingham Academy,Amil Coysh,65,19
Thursday 5 December 2019,Birmingham Academy,Ronnica Linfield,47,23
Thursday 5 December 2019,Birmingham Academy,Eleanor Denington,53,17
Thursday 5 December 2019,Birmingham Academy,Gianina Wandless,64,24
Tuesday 5 February 2019,London Academy,Magda Mckirton,57,18
Tuesday 5 February 2019,London Academy,Gabrila Hehir,54,15
Tuesday 5 February 2019,London Academy,Aluino Sainter,53,17
Tuesday 5 February 2019,London Academy,Poul Basnett,59,21
Tuesday 5 February 2019,London Academy,Nicolette Bonehill,52,23
Tuesday 5 February 2019,London Academy,Fabien Hardaway,59,20
Tuesday 5 February 2019,London Academy,Haily Tomkins,48,18
Tuesday 5 February 2019,London Academy,Keriann Crambie,64,18
Tuesday 5 February 2019,London Academy,Alix Burridge,47,17
Tuesday 5 February 2019,London Academy,Nikola Giroldi,60,20
Tuesday 5 February 2019,London Academy,Frederica Keher,47,21
Tuesday 5 February 2019,London Academy,Rowe Fritter,68,22
Tuesday 5 February 2019,London Academy,Daisie Wildsmith,53,19
Tuesday 5 February 2019,London Academy,Shanon Oldknow,54,19
Tuesday 5 February 2019,London Academy,Rollo Quarry,60,27
Tuesday 5 February 2019,London Academy,Franklyn Gillman,47,15
Tuesday 5 February 2019,London Academy,Kaleb Cappel,68,22
Tuesday 5 February 2019,London Academy,Alphard Marrison,60,25
Tuesday 5 February 2019,London Academy,Matthiew Olekhov,47,19
Tuesday 5 February 2019,London Academy,Garrard Yakunin,46,15
Tuesday 5 February 2019,London Academy,Cynthy Raiker,49,11
Tuesday 5 February 2019,London Academy,Joy Critten,61,23
Tuesday 5 February 2019,London Academy,Randolf Boraston,55,14
Tuesday 5 February 2019,London Academy,Padget Gillyatt,66,18
Tuesday 5 February 2019,London Academy,Emmalynn Valentetti,57,19
Tuesday 5 February 2019,London Academy,Arley Pinnegar,52,23
Tuesday 5 February 2019,London Academy,Felicity Biggans,57,19
Tuesday 5 February 2019,London Academy,Colene Degli Antoni,52,26
Tuesday 5 February 2019,London Academy,Raimundo Stacey,54,23
Tuesday 5 February 2019,London Academy,Felicio Mcgillivray,55,20
Tuesday 5 February 2019,London Academy,Caryn Adriaan,67,22
Tuesday 5 February 2019,London Academy,Diandra Searles,51,21
Tuesday 5 February 2019,London Academy,Andrey Lawlance,65,15
Tuesday 5 February 2019,London Academy,Carroll Benyon,57,20
Wednesday 5 June 2019,London Academy,Cully Seward,51,22
Wednesday 5 June 2019,London Academy,Granthem Long,57,22
Wednesday 5 June 2019,London Academy,Freddie Ludlam,52,16
Wednesday 5 June 2019,London Academy,Willow Gaywood,44,23
Wednesday 5 June 2019,London Academy,Sawyere Paskell,57,22
Wednesday 5 June 2019,London Academy,Garrick Fairbanks,51,11
Wednesday 5 June 2019,London Academy,Nomi Verne,52,21
Wednesday 5 June 2019,London Academy,Verla Di Antonio,52,24
Wednesday 5 June 2019,London Academy,Ebeneser Handy,59,24
Wednesday 5 June 2019,London Academy,Tracee Hawkswood,48,26
Wednesday 5 June 2019,London Academy,Derrik Lumbers,48,19
Wednesday 5 June 2019,London Academy,Jecho Rousel,70,18
Wednesday 5 June 2019,London Academy,Betsey Chadwell,49,18
Wednesday 5 June 2019,London Academy,Claudio Handrick,58,18
Wednesday 5 June 2019,London Academy,Marillin Rosendall,64,16
Wednesday 5 June 2019,London Academy,Gavan Soltan,55,22
Wednesday 5 June 2019,London Academy,Hilliard Brockett,66,23
Wednesday 5 June 2019,London Academy,Yankee Reihm,56,16
Wednesday 5 June 2019,London Academy,Louella Cuppitt,54,17
Wednesday 5 June 2019,London Academy,Chadd Ellen,59,19
Wednesday 5 June 2019,London Academy,Clyve Bradden,54,25
Wednesday 5 June 2019,London Academy,Augustin Tabrett,51,24
Wednesday 5 June 2019,London Academy,Nanni Caldera,51,18
Wednesday 5 June 2019,London Academy,Joachim Guslon,59,24
Wednesday 5 June 2019,London Academy,Dixie Macrae,54,21
Wednesday 5 June 2019,London Academy,Lewiss Sabban,50,16
Wednesday 5 June 2019,London Academy,Hattie Dullard,50,24
Tuesday 5 March 2019,London Academy,Penni Grioli,60,15
Tuesday 5 March 2019,London Academy,Vale Fishbie,59,22
Tuesday 5 March 2019,London Academy,Augusto Bearblock,41,19
Tuesday 5 March 2019,London Academy,Gabie Maletratt,54,18
Tuesday 5 March 2019,London Academy,Vinnie Gimbrett,62,17
Tuesday 5 March 2019,London Academy,Vanda Boate,65,21
Tuesday 5 March 2019,London Academy,Callie Glasscock,59,21
Tuesday 5 March 2019,London Academy,Eleonora Bleazard,55,25
Tuesday 5 March 2019,London Academy,Kristoforo Hemphrey,48,24
Tuesday 5 March 2019,London Academy,Anastasia Howsam,62,15
Tuesday 5 March 2019,London Academy,Weylin Culpin,64,24
Tuesday 5 March 2019,London Academy,Aidan Elrick,61,27
Tuesday 5 March 2019,London Academy,Welbie Curgenven,60,22
Tuesday 5 March 2019,London Academy,Agosto Meaddowcroft,59,20
Tuesday 5 March 2019,London Academy,Tiphany Gribben,56,18
Tuesday 5 March 2019,London Academy,Rennie Kennsley,54,19
Tuesday 5 March 2019,London Academy,Matthaeus Stickens,55,24
Tuesday 5 March 2019,London Academy,Jacquelin Clampin,51,19
Tuesday 5 March 2019,London Academy,Frannie Doby,65,16
Tuesday 5 March 2019,London Academy,Jesse Tiron,59,19
Tuesday 5 March 2019,London Academy,Mordecai Chaunce,49,21
Tuesday 5 March 2019,London Academy,Johnny Shea,57,22
Tuesday 5 March 2019,London Academy,Reg Mcreynold,53,20
Tuesday 5 March 2019,London Academy,Deerdre Mussard,57,22
Tuesday 5 March 2019,London Academy,Pen Tulley,48,24
Tuesday 5 March 2019,London Academy,Phineas Purton,50,22
Tuesday 5 March 2019,London Academy,Avrom Harlowe,47,16
Tuesday 5 March 2019,London Academy,Vannie Hounsome,59,23
Tuesday 5 November 2019,London Academy,Anthiathia Guirau,52,22
Tuesday 5 November 2019,London Academy,Garry Nornasell,63,21
Tuesday 5 November 2019,London Academy,Ezekiel Himsworth,54,15
Tuesday 5 November 2019,London Academy,Chrysa Guildford,58,23
Tuesday 5 November 2019,London Academy,Frasco Ekkel,58,20
Tuesday 5 November 2019,London Academy,Chancey Parton,49,23
Tuesday 5 November 2019,London Academy,Marshal Darycott,60,25
Tuesday 5 November 2019,London Academy,Zilvia Byrcher,60,23
Tuesday 5 November 2019,London Academy,Joice Stennet,65,20
Tuesday 5 November 2019,London Academy,Tyler Traynor,59,18
Tuesday 5 November 2019,London Academy,Say Kleinhausen,54,21
Tuesday 5 November 2019,London Academy,Lyndsey Relph,60,23
Tuesday 5 November 2019,London Academy,Gigi Layne,57,13
Tuesday 5 November 2019,London Academy,Hilton Vedstra,50,15
Tuesday 5 November 2019,London Academy,Jessie Plampeyn,55,17
Tuesday 5 November 2019,London Academy,Cirstoforo Kerslake,64,19
Tuesday 5 November 2019,London Academy,Jesse Ten Broek,59,23
Tuesday 5 November 2019,London Academy,Michel Gouth,61,22
Tuesday 5 November 2019,London Academy,Friedrick Yeates,60,19
Tuesday 5 November 2019,London Academy,Ronica Martynikhin,62,25
Tuesday 5 November 2019,London Academy,Thayne Tunnick,47,24
Tuesday 5 November 2019,London Academy,Farlie Bukowski,55,23
Tuesday 5 November 2019,London Academy,Harriot Tolchard,52,17
Tuesday 5 November 2019,London Academy,Elva Boldero,56,20
Tuesday 5 November 2019,London Academy,Fredrick Giller,51,20
Thursday 5 September 2019,Birmingham Academy,Arvy Myrkus,65,26
Thursday 5 September 2019,Birmingham Academy,Corabella Abells,55,19
Thursday 5 September 2019,Birmingham Academy,Sherie Veregan,60,23
Thursday 5 September 2019,Birmingham Academy,Kerry Beedle,46,26
Thursday 5 September 2019,Birmingham Academy,Chilton Paladino,60,19
Thursday 5 September 2019,Birmingham Academy,Waldemar Pfeuffer,46,18
Thursday 5 September 2019,Birmingham Academy,Marius De Rechter,54,22
Thursday 5 September 2019,Birmingham Academy,Carin Overstall,43,19
Thursday 5 September 2019,Birmingham Academy,Keelia Beine,50,20
Thursday 5 September 2019,Birmingham Academy,Dollie Stailey,62,25
Thursday 5 September 2019,Birmingham Academy,Myrvyn Jealous,61,25
Thursday 5 September 2019,Birmingham Academy,Sabina Seckington,47,13
Thursday 5 September 2019,Birmingham Academy,Dasi Goldston,54,15
Thursday 5 September 2019,Birmingham Academy,Sasha Macgaughy,52,24
Thursday 5 September 2019,Birmingham Academy,Tiphani Bridgland,47,23
Thursday 5 September 2019,Birmingham Academy,Merola Jancey,52,20
Thursday 5 September 2019,Birmingham Academy,Whitney Hadlee,52,19
Thursday 5 September 2019,Birmingham Academy,Casey Putten,62,15
Thursday 5 September 2019,Birmingham Academy,Russell Sherebrook,62,22
Thursday 5 September 2019,Birmingham Academy,Una Caldicot,62,17
Thursday 5 September 2019,Birmingham Academy,Courtney Aldus,56,13
Thursday 5 September 2019,Birmingham Academy,Stavro Sherratt,49,15
Thursday 5 September 2019,Birmingham Academy,Valdemar Smithen,63,24
Thursday 5 September 2019,Birmingham Academy,Raddie Major,61,24
Thursday 5 September 2019,Birmingham Academy,Mathilda Burman,47,22
Thursday 5 September 2019,Birmingham Academy,Buiron Presho,63,15
Thursday 5 September 2019,Birmingham Academy,Vyky Filipiak,58,26
Thursday 5 September 2019,Birmingham Academy,Dorette Landall,64,22
Thursday 5 September 2019,Birmingham Academy,Sutherlan Mewe,60,18
Thursday 5 September 2019,Birmingham Academy,Maisie Skelton,56,15
Thursday 5 September 2019,Birmingham Academy,Ann Iannello,53,25
Thursday 5 September 2019,Birmingham Academy,Levy Lanahan,42,23
Tuesday 6 August 2019,London Academy,Gus Trenouth,42,22
Tuesday 6 August 2019,London Academy,Hugibert Mclardie,46,21
Tuesday 6 August 2019,London Academy,Aubert Cicerone,58,19
Tuesday 6 August 2019,London Academy,Phillis Wabey,60,20
Tuesday 6 August 2019,London Academy,Drud Tellenbrok,55,24
Tuesday 6 August 2019,London Academy,Ellery Nanelli,54,9
Tuesday 6 August 2019,London Academy,Aleda Verdy,37,19
Tuesday 6 August 2019,London Academy,Berny Botler,63,21
Tuesday 6 August 2019,London Academy,Winnie Lewerenz,57,20
Tuesday 6 August 2019,London Academy,Loella Lonnon,55,24
Tuesday 6 August 2019,London Academy,George Huckstepp,61,15
Tuesday 6 August 2019,London Academy,Nealy Macgillespie,57,11
Tuesday 6 August 2019,London Academy,Marlow Giocannoni,49,18
Tuesday 6 August 2019,London Academy,Genny Zanioletti,52,13
Tuesday 6 August 2019,London Academy,Mike Milliere,60,21
Tuesday 6 August 2019,London Academy,Nil Macpaike,50,24
Tuesday 6 August 2019,London Academy,Jessie Petriello,62,15
Tuesday 6 August 2019,London Academy,George O'Duane,50,17
Tuesday 6 August 2019,London Academy,Ravid Leyninye,57,19
Tuesday 6 August 2019,London Academy,Ninetta Joyce,73,20
Tuesday 6 August 2019,London Academy,Trudie Kiellor,61,22
Tuesday 6 August 2019,London Academy,Mylo Sudell,52,17
Tuesday 6 August 2019,London Academy,Blakeley Strood,51,21
Tuesday 6 August 2019,London Academy,Bronson Dykas,51,14
Tuesday 6 August 2019,London Academy,Cynthia Jenny,51,18
Tuesday 6 August 2019,London Academy,Madeleine Younglove,69,19
Tuesday 6 August 2019,London Academy,Maurita Sergison,42,29
Tuesday 6 August 2019,London Academy,Charleen Androlli,45,21
Tuesday 6 August 2019,London Academy,Elias Jentzsch,38,20
Tuesday 6 August 2019,London Academy,Erda Liddel,60,20
Tuesday 6 August 2019,London Academy,Brinn Trewhela,60,23
Tuesday 6 August 2019,London Academy,Candis Gamet,45,17
Tuesday 6 August 2019,London Academy,Brose Menghi,57,25
Wednesday 6 February 2019,London Academy,Kalina Gentile,50,19
Wednesday 6 February 2019,London Academy,Kean Ploughwright,56,20
Wednesday 6 February 2019,London Academy,Tobiah Aistrop,53,21
Wednesday 6 February 2019,London Academy,Giraud Castard,33,23
Wednesday 6 February 2019,London Academy,Garey Bischop,56,16
Wednesday 6 February 2019,London Academy,Scottie Orknay,68,18
Wednesday 6 February 2019,London Academy,Arley Dangl,59,17
Wednesday 6 February 2019,London Academy,Cary Heberden,71,19
Wednesday 6 February 2019,London Academy,Hughie Baggelley,60,23
Wednesday 6 February 2019,London Academy,Trix Bowerbank,50,21
Wednesday 6 February 2019,London Academy,Andrew Giurio,61,18
Wednesday 6 February 2019,London Academy,Annie Rosa,59,24
Wednesday 6 February 2019,London Academy,Katharyn Panton,61,13
Wednesday 6 February 2019,London Academy,Sigismond O'Heagertie,57,23
Wednesday 6 February 2019,London Academy,Olivier Veazey,68,16
Wednesday 6 February 2019,London Academy,Gussy Mathias,51,15
Wednesday 6 February 2019,London Academy,Montague Craft,62,14
Wednesday 6 February 2019,London Academy,Bryanty Croal,53,23
Wednesday 6 February 2019,London Academy,Hilary Foxen,53,20
Wednesday 6 February 2019,London Academy,Turner Oldred,43,16
Wednesday 6 February 2019,London Academy,Giulietta Cready,57,12
Wednesday 6 February 2019,London Academy,Costa Macvey,68,19
Wednesday 6 February 2019,London Academy,Marni Mumberson,67,23
Wednesday 6 February 2019,London Academy,Broderic Bradick,53,20
Thursday 6 June 2019,Birmingham Academy,Bethanne Este,57,22
Thursday 6 June 2019,Birmingham Academy,Jimmie Durker,54,17
Thursday 6 June 2019,Birmingham Academy,Joanna Thwaite,59,20
Thursday 6 June 2019,Birmingham Academy,Fernanda Hendrich,63,15
Thursday 6 June 2019,Birmingham Academy,Nickolaus Jeacocke,52,16
Thursday 6 June 2019,Birmingham Academy,Lyell Sandell,61,15
Thursday 6 June 2019,Birmingham Academy,Kingston Comsty,59,18
Thursday 6 June 2019,Birmingham Academy,Waylon Currall,40,19
Thursday 6 June 2019,Birmingham Academy,Giustina Catford,55,19
Thursday 6 June 2019,Birmingham Academy,Elliot Sarsfield,52,23
Thursday 6 June 2019,Birmingham Academy,Tate Coade,53,18
Thursday 6 June 2019,Birmingham Academy,Conrad Chadney,61,21
Thursday 6 June 2019,Birmingham Academy,Nevil Rickerby,50,15
Thursday 6 June 2019,Birmingham Academy,Herold Prudham,62,20
Thursday 6 June 2019,Birmingham Academy,Lanna Milley,47,23
Thursday 6 June 2019,Birmingham Academy,Corby Mccambridge,53,21
Thursday 6 June 2019,Birmingham Academy,Myrvyn Sutherns,56,18
Thursday 6 June 2019,Birmingham Academy,Athene Bozworth,56,23
Thursday 6 June 2019,Birmingham Academy,Berkie Brusby,61,21
Thursday 6 June 2019,Birmingham Academy,Claresta Poundford,38,19
Thursday 6 June 2019,Birmingham Academy,Leeanne Allsepp,60,22
Thursday 6 June 2019,Birmingham Academy,Kore Amburgy,61,21
Thursday 6 June 2019,Birmingham Academy,Gery Beckenham,50,21
Thursday 6 June 2019,Birmingham Academy,Clarke Whitelock,59,27
Thursday 6 June 2019,Birmingham Academy,Benedikt Cohani,63,20
Thursday 6 June 2019,Birmingham Academy,Romy Miles,46,17
Thursday 6 June 2019,Birmingham Academy,Wallas Hacket,57,16
Thursday 6 June 2019,Birmingham Academy,Amalia Orris,58,15
Thursday 6 June 2019,Birmingham Academy,Kendell Ruppele,59,22
Thursday 6 June 2019,Birmingham Academy,Peggy Hariot,63,15
Thursday 6 June 2019,Birmingham Academy,Quint Pontain,53,15
Thursday 6 June 2019,Birmingham Academy,Darda Di Giacomo,54,24
Thursday 6 June 2019,Birmingham Academy,Wilt Gotliffe,56,23
Thursday 6 June 2019,Birmingham Academy,Seymour Rodda,54,20
Thursday 6 June 2019,Birmingham Academy,Whitby Mc Ilwrick,63,26
Wednesday 6 March 2019,London Academy,Constancia Tesauro,52,15
Wednesday 6 March 2019,London Academy,Lilian Eyer,53,22
Wednesday 6 March 2019,London Academy,Neall Stuehmeyer,56,23
Wednesday 6 March 2019,London Academy,Sibley Forrest,49,15
Wednesday 6 March 2019,London Academy,Farris Gogerty,57,24
Wednesday 6 March 2019,London Academy,Nikoletta Mccaffrey,61,16
Wednesday 6 March 2019,London Academy,Olivia Dobrowski,55,21
Wednesday 6 March 2019,London Academy,Natalina Nabbs,49,21
Wednesday 6 March 2019,London Academy,Dix Dinan,63,23
Wednesday 6 March 2019,London Academy,Halsy Hursthouse,61,23
Wednesday 6 March 2019,London Academy,Latrina Shingler,58,18
Wednesday 6 March 2019,London Academy,Kial Gowdy,52,22
Wednesday 6 March 2019,London Academy,Klarika Gudgin,51,13
Wednesday 6 March 2019,London Academy,Haskell Mcdonnell,58,16
Wednesday 6 March 2019,London Academy,Elfreda Colomb,62,25
Wednesday 6 March 2019,London Academy,Pam Hupka,58,23
Wednesday 6 March 2019,London Academy,Kellen Brocklebank,62,23
Wednesday 6 March 2019,London Academy,Dyna Tallboy,54,20
Wednesday 6 March 2019,London Academy,Vincenz Mcgeown,52,16
Wednesday 6 March 2019,London Academy,Pebrook Kearle,53,14
Wednesday 6 March 2019,London Academy,Vinson Fooks,54,26
Wednesday 6 March 2019,London Academy,Micky Mccaskell,55,15
Wednesday 6 March 2019,London Academy,Gayle Vinsen,55,23
Wednesday 6 March 2019,London Academy,Priscella Miskelly,49,24
Wednesday 6 March 2019,London Academy,Gladys Roote,58,23
Wednesday 6 March 2019,London Academy,Tobi Short,60,19
Wednesday 6 March 2019,London Academy,Cherianne Raddon,62,20
Wednesday 6 March 2019,London Academy,Damiano Basten,48,13
Wednesday 6 March 2019,London Academy,Gaylord Alleway,59,22
Wednesday 6 March 2019,London Academy,Lynea Heustice,52,22
Wednesday 6 November 2019,London Academy,Kimmi Graddell,50,23
Wednesday 6 November 2019,London Academy,Ximenes Beckers,57,20
Wednesday 6 November 2019,London Academy,Waring Ilsley,59,18
Wednesday 6 November 2019,London Academy,Abbi Mulvihill,48,17
Wednesday 6 November 2019,London Academy,Stewart Lock,58,20
Wednesday 6 November 2019,London Academy,Florinda Eakle,69,14
Wednesday 6 November 2019,London Academy,Carola Andrews,65,19
Wednesday 6 November 2019,London Academy,Archibold Spikeings,51,19
Wednesday 6 November 2019,London Academy,Rosalinda Clutten,66,19
Wednesday 6 November 2019,London Academy,Mose Bolle,70,22
Wednesday 6 November 2019,London Academy,Jeremie Bompass,43,19
Wednesday 6 November 2019,London Academy,Tobias Whithorn,55,19
Wednesday 6 November 2019,London Academy,Muriel Bearcock,57,14
Wednesday 6 November 2019,London Academy,Brenna Mcgroarty,54,26
Wednesday 6 November 2019,London Academy,Johnath Tufts,53,18
Wednesday 6 November 2019,London Academy,Meridith Alonso,68,15
Wednesday 6 November 2019,London Academy,Franklin Purshouse,43,15
Wednesday 6 November 2019,London Academy,Theobald Geerling,52,19
Wednesday 7 August 2019,London Academy,Michel Lebarree,57,18
Wednesday 7 August 2019,London Academy,Edithe Dimitrov,53,19
Wednesday 7 August 2019,London Academy,Haslett Steet,61,22
Wednesday 7 August 2019,London Academy,Jourdain Mclarens,52,14
Wednesday 7 August 2019,London Academy,Salvador Elman,62,14
Wednesday 7 August 2019,London Academy,Irita Lyptrit,58,24
Wednesday 7 August 2019,London Academy,Edvard Northen,54,22
Wednesday 7 August 2019,London Academy,Oralla Peasgood,50,19
Wednesday 7 August 2019,London Academy,Marinna Krojn,42,14
Wednesday 7 August 2019,London Academy,Itch Izod,47,25
Wednesday 7 August 2019,London Academy,Kerr Coucha,59,15
Wednesday 7 August 2019,London Academy,Jud Kubyszek,48,21
Wednesday 7 August 2019,London Academy,Tully Mcdoual,79,19
Wednesday 7 August 2019,London Academy,Mordecai Battyll,42,20
Wednesday 7 August 2019,London Academy,Milt Flowers,44,15
Wednesday 7 August 2019,London Academy,Jozef Burr,57,18
Wednesday 7 August 2019,London Academy,Rafi Andrzejczak,60,19
Wednesday 7 August 2019,London Academy,Melesa Mault,51,17
Wednesday 7 August 2019,London Academy,Katuscha Ransfield,57,22
